Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
3073,OCCIN,Financial Services,Asset Management,NASDAQ,88.48,45,43,40,46
3074,KMT,Industrials,Tools & Accessories,NYSE,88.47,45,46,31,36
3075,PTLO,Consumer Cyclical,Restaurants,NASDAQ,88.45,45,37,9,16
3076,EQC,Real Estate,REIT—Office,NYSE,88.44,45,52,34,34
3077,TETE,Financial Services,Shell Companies,NASDAQ,88.43,45,46,46,58
3078,DUKB,n/a,n/a,NYSE,88.42,45,46,49,40
3079,IPG,Communication Services,Advertising Agencies,NYSE,88.42,45,39,26,35
3080,BRKH,Financial Services,Shell Companies,NASDAQ,88.41,45,46,45,53
3081,TRS,Consumer Cyclical,Packaging & Containers,NASDAQ,88.41,45,36,44,52
3082,ECCV,n/a,n/a,NYSE,88.41,45,44,41,48
3083,CMSD,n/a,n/a,NYSE,88.4,45,45,40,48
3084,GSBC,Financial Services,Banks—Regional,NASDAQ,88.39,45,61,71,48
3085,TLS,Technology,Information Technology Services,NASDAQ,88.39,45,40,88,85
3086,NLY,Real Estate,REIT—Mortgage,NYSE,88.37,45,47,55,39
3087,DBL,Financial Services,Asset Management,NYSE,88.36,45,55,49,47
3088,JOE,Real Estate,Real Estate—Diversified,NYSE,88.36,45,54,64,71
3089,GDSTU,Financial Services,Shell Companies,NASDAQ,88.35,45,46,37,50
3090,BCSA,Financial Services,Shell Companies,NASDAQ,88.35,45,42,40,51
3091,AMSF,Financial Services,Insurance—Specialty,NASDAQ,88.34,45,58,30,56
3092,LFT,Real Estate,REIT—Mortgage,NYSE,88.33,45,62,68,61
3093,STE,Healthcare,Medical Devices,NYSE,88.33,45,62,47,36
3094,RNG,Technology,Software—Application,NYSE,88.32,45,35,41,33
3095,CCO,Communication Services,Advertising Agencies,NYSE,88.3,45,66,68,59
3096,THS,Consumer Defensive,Packaged Foods,NYSE,88.28,45,59,25,19
3097,BAX,Healthcare,Medical Instruments & Supplies,NYSE,88.27,45,61,24,56
3098,MMD,Financial Services,Asset Management,NYSE,88.27,45,45,44,41
3099,FTAIM,n/a,n/a,NASDAQ,88.27,45,47,46,57
3100,GBLI,Financial Services,Insurance—Property & Casualty,NYSE,88.27,45,39,31,56
3101,TPX,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYSE,88.27,45,52,60,72
3102,AGM,Financial Services,Credit Services,NYSE,88.26,45,56,81,81
3103,COLM,Consumer Cyclical,Apparel Manufacturing,NASDAQ,88.26,45,52,37,42
3104,EPD,Energy,Oil & Gas Midstream,NYSE,88.26,45,54,54,60
3105,THW,Financial Services,Asset Management,NYSE,88.25,45,50,45,40
3106,RKDA,Basic Materials,Agricultural Inputs,NASDAQ,88.24,45,31,64,7
3107,DUETU,Financial Services,Shell Companies,NASDAQ,88.24,45,48,47,48
3108,ACB,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,88.24,45,58,58,95
3109,SKGR,Financial Services,Shell Companies,NASDAQ,88.23,45,44,41,50
3110,OXSQZ,n/a,n/a,NASDAQ,88.21,45,42,37,43
3111,BOCN,Financial Services,Shell Companies,NASDAQ,88.2,45,48,42,52
3112,ADT,Industrials,Security & Protection Services,NYSE,88.19,45,53,81,48
3113,EVM,Financial Services,Asset Management,NYSE MKT,88.18,44,52,54,60
3114,TTWO,Communication Services,Electronic Gaming & Multimedia,NASDAQ,88.18,44,37,40,33
3115,WEL,Financial Services,Shell Companies,NYSE,88.18,44,48,45,54
3116,VVV,Energy,Oil & Gas Refining & Marketing,NYSE,88.17,44,49,79,79
3117,PLAOU,Financial Services,Shell Companies,NASDAQ,88.16,44,46,41,51
3118,BBDO,Financial Services,Banks—Regional,NYSE,88.16,44,50,19,26
3119,RNW,Utilities,Utilities—Renewable,NASDAQ,88.16,44,38,27,37
3120,KEQU,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,88.15,44,86,98,97
3121,TKC,Communication Services,Telecom Services,NYSE,88.15,44,75,94,83
3122,FMY,Financial Services,Asset Management,NYSE,88.15,44,52,47,51
3123,SYY,Consumer Defensive,Food Distribution,NYSE,88.15,44,47,35,58
3124,LATG,Financial Services,Shell Companies,NASDAQ,88.15,44,45,43,53
3125,AIMBU,Financial Services,Shell Companies,NASDAQ,88.14,44,49,44,55
3126,TVE,Utilities,Utilities - Regulated Electric,NYSE,88.14,44,49,44,43
3127,ETX,Financial Services,Asset Management,NYSE,88.14,44,50,51,49
3128,EVGR,Financial Services,Shell Companies,NASDAQ,88.13,44,45,44,54
3129,IVCAU,Financial Services,Shell Companies,NASDAQ,88.12,44,47,48,45
3130,GLLIU,Financial Services,Shell Companies,NASDAQ,88.12,44,37,47,48
3131,BWA,Consumer Cyclical,Auto Parts,NYSE,88.11,44,29,23,24
3132,LYFT,Technology,Software—Application,NASDAQ,88.1,44,19,29,93
3133,OXLCO,Financial Services,Asset Management,NASDAQ,88.09,44,47,39,50
3134,ASGN,Technology,Information Technology Services,NYSE,88.09,44,51,67,78
3135,IMRX,Healthcare,Biotechnology,NASDAQ,88.09,44,64,1,0
3136,TRNO,Real Estate,REIT—Industrial,NYSE,88.08,44,70,72,35
3137,SPTN,Consumer Defensive,Food Distribution,NASDAQ,88.07,44,57,26,21
3138,MIDD,Industrials,Specialty Industrial Machinery,NASDAQ,88.05,44,37,25,62
3139,NNY,Financial Services,Asset Management,NYSE,88.05,44,47,40,40
3140,HZO,Consumer Cyclical,Specialty Retail,NYSE,88.01,44,49,48,23
3141,ONBPO,Financial Services,Banks—Regional,NASDAQ,88.01,44,43,47,56
3142,OAKUU,Shell Companies,Canada,NASDAQ,88.01,44,43,41,54
3143,EIC,n/a,n/a,NYSE,88.01,44,46,56,63
3144,MKL,Financial Services,Insurance—Property & Casualty,NYSE,88.01,44,50,55,54
3145,FURY,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,88.01,44,64,35,86
3146,FORTY,Technology,Information Technology Services,NASDAQ,88.0,44,58,68,78
3147,HCC,Basic Materials,Coking Coal,NYSE,88.0,44,33,78,88
3148,AKBA,Healthcare,Biotechnology,NASDAQ,88.0,44,70,64,86
3149,FARO,Technology,Scientific & Technical Instruments,NASDAQ,87.99,44,35,35,52
3150,LSTR,Industrials,Integrated Freight & Logistics,NASDAQ,87.98,44,38,38,28
3151,PZC,Financial Services,Asset Management,NYSE,87.97,44,44,42,37
3152,EVGRU,Financial Services,Shell Companies,NASDAQ,87.97,44,50,59,48
3153,GCO,Consumer Cyclical,Apparel Retail,NYSE,87.97,44,28,42,31
3154,SVII,Financial Services,Shell Companies,NASDAQ,87.96,44,44,41,51
3155,DPCSU,Financial Services,Shell Companies,NASDAQ,87.94,44,49,44,44
3156,EMCGU,Financial Services,Shell Companies,NASDAQ,87.92,44,44,34,64
3157,OXSQG,n/a,n/a,NASDAQ,87.92,44,41,35,44
3158,ATSG,Industrials,Airlines,NASDAQ,87.92,44,57,33,11
3159,RFACU,Financial Services,Shell Companies,NASDAQ,87.91,44,46,49,45
3160,GDL,Financial Services,Asset Management,NYSE,87.9,44,43,39,42
3161,QUAD,Industrials,Specialty Business Services,NYSE,87.89,44,24,81,37
3162,KRT,Consumer Cyclical,Packaging & Containers,NASDAQ,87.89,44,38,79,90
3163,BCSAU,Financial Services,Shell Companies,NASDAQ,87.89,44,39,35,42
3164,ROCL,Financial Services,Shell Companies,NASDAQ,87.88,44,48,46,50
3165,CMSC,n/a,n/a,NYSE,87.88,44,44,41,46
3166,GIGM,Communication Services,Electronic Gaming & Multimedia,NASDAQ,87.87,44,38,26,36
3167,ARE,Real Estate,REIT—Office,NYSE,87.87,44,53,65,59
3168,DPCS,Financial Services,Shell Companies,NASDAQ,87.87,44,47,45,53
3169,PAA,Energy,Oil & Gas Midstream,NASDAQ,87.86,44,62,69,79
3170,DGICA,Financial Services,Insurance—Property & Casualty,NASDAQ,87.84,44,63,28,32
3171,FNVT,Financial Services,Shell Companies,NASDAQ,87.83,43,45,41,53
3172,FNVTU,Financial Services,Shell Companies,NASDAQ,87.83,43,49,35,59
3173,RENE,Financial Services,Shell Companies,NASDAQ,87.83,43,45,42,52
3174,ZUO,Technology,Software—Infrastructure,NYSE,87.83,43,33,41,65
3175,SAR,Financial Services,Asset Management,NYSE,87.83,43,35,31,34
3176,PPT,Financial Services,Asset Management,NYSE,87.82,43,52,45,39
3177,HSPOU,Financial Services,Shell Companies,NASDAQ,87.82,43,48,40,46
3178,CAG,Consumer Defensive,Packaged Foods,NYSE,87.81,43,71,38,53
3179,GOLF,Consumer Cyclical,Leisure,NYSE,87.8,43,53,65,70
3180,BC,Consumer Cyclical,Recreational Vehicles,NYSE,87.79,43,38,28,60
3181,MPW,Real Estate,REIT—Healthcare Facilities,NYSE,87.78,43,82,46,36
3182,DNN,Energy,Uranium,NYSE MKT,87.78,43,19,71,89
3183,UNMA,n/a,n/a,NYSE,87.77,43,51,49,50
3184,INTE,Financial Services,Shell Companies,NASDAQ,87.77,43,42,40,48
3185,ONBPP,Financial Services,Banks—Regional,NASDAQ,87.76,43,46,43,59
3186,ICLR,Healthcare,Diagnostics & Research,NASDAQ,87.75,43,36,82,85
3187,CMC,Basic Materials,Steel,NYSE,87.74,43,40,66,68
3188,OFSSH,n/a,n/a,NASDAQ,87.74,43,38,40,43
3189,EMCG,Exchange Traded Fund,USA,NASDAQ,87.74,43,47,42,53
3190,PRLH,Financial Services,Shell Companies,NASDAQ,87.74,43,44,40,51
3191,LIVN,Healthcare,Medical Devices,NASDAQ,87.73,43,28,41,68
3192,YOTA,Financial Services,Shell Companies,NASDAQ,87.73,43,45,46,44
3193,ENX,Financial Services,Asset Management,NYSE MKT,87.72,43,49,53,51
3194,UCIB,Exchange Traded Fund,USA,NYSE ARCA,87.72,43,34,35,62
3195,TVC,n/a,n/a,NYSE,87.71,43,52,45,43
3196,WIW,Financial Services,Asset Management,NYSE,87.71,43,40,34,37
3197,EARN,Real Estate,REIT—Mortgage,NYSE,87.7,43,48,55,59
3198,STNG,Energy,Oil & Gas Midstream,NYSE,87.7,43,50,84,82
3199,CITEU,Financial Services,Shell Companies,NASDAQ,87.69,43,52,48,43
3200,NTCT,Technology,Software—Infrastructure,NASDAQ,87.69,43,31,16,19
3201,CITE,Financial Services,Shell Companies,NASDAQ,87.69,43,45,45,52
3202,CBRGU,Financial Services,Shell Companies,NASDAQ,87.68,43,49,44,45
3203,ZS,Technology,Software—Infrastructure,NASDAQ,87.68,43,29,56,65
3204,CAL,Consumer Cyclical,Footwear & Accessories,NYSE,87.67,43,39,63,90
3205,TECH,Healthcare,Biotechnology,NASDAQ,87.67,43,40,60,22
3206,GWRS,Utilities,Utilities—Regulated Water,NASDAQ,87.67,43,57,54,62
3207,TGAAU,Financial Services,Shell Companies,NASDAQ,87.66,43,46,44,51
3208,IIIV,Technology,Software—Infrastructure,NASDAQ,87.66,43,54,52,67
3209,OXLCN,Financial Services,Asset Management,NASDAQ,87.65,43,46,42,47
3210,SLMBP,Financial Services,Credit Services,NASDAQ,87.65,43,58,66,77
3211,HSPO,Financial Services,Shell Companies,NASDAQ,87.64,43,46,43,52
3212,CHMI,Real Estate,REIT—Mortgage,NYSE,87.64,43,40,72,37
3213,GCV,Financial Services,Asset Management,NYSE,87.64,43,61,42,29
3214,OXLCP,Financial Services,Asset Management,NASDAQ,87.64,43,44,40,47
3215,GAINN,Financial Services,Asset Management,NASDAQ,87.62,43,47,39,46
3216,MNTX,Industrials,Farm & Heavy Construction Machinery,NASDAQ,87.62,43,48,15,31
3217,CCTS,Financial Services,Shell Companies,NASDAQ,87.61,43,46,44,53
3218,NKSH,Financial Services,Banks—Regional,NASDAQ,87.6,43,34,53,51
3219,IXAQ,Financial Services,Shell Companies,NASDAQ,87.6,43,45,43,56
3220,EU,Energy,Uranium,NASDAQ,87.59,43,33,71,92
3221,HEES,Industrials,Rental & Leasing Services,NASDAQ,87.58,43,30,38,85
3222,MCAAU,Financial Services,Shell Companies,NASDAQ,87.58,43,43,46,58
3223,EEFT,Technology,Software—Infrastructure,NASDAQ,87.57,43,37,45,61
3224,ATMC,Financial Services,Shell Companies,NASDAQ,87.57,43,44,42,54
3225,ELV,Healthcare,Healthcare Plans,NYSE,87.56,43,63,38,72
3226,TCS,Consumer Cyclical,Specialty Retail,NYSE,87.56,43,26,2,3
3227,GATE,Financial Services,Shell Companies,NASDAQ,87.55,42,46,44,46
3228,RIO,Basic Materials,Other Industrial Metals & Mining,NYSE,87.55,42,32,30,42
3229,ISRL,Shell Companies,USA,NASDAQ,87.55,42,46,42,53
3230,RFAC,Financial Services,Shell Companies,NASDAQ,87.54,42,46,43,50
3231,CSX,Industrials,Railroads,NASDAQ,87.53,42,41,44,60
3232,CCTSU,Financial Services,Shell Companies,NASDAQ,87.53,42,44,40,59
3233,BYNO,Financial Services,Shell Companies,NASDAQ,87.53,42,44,44,51
3234,OCCIO,Financial Services,Asset Management,NASDAQ,87.53,42,44,39,45
3235,FTAIP,Industrials,Rental & Leasing Services,NASDAQ,87.52,42,43,44,54
3236,WINV,Financial Services,Shell Companies,NASDAQ,87.51,42,43,53,51
3237,APXI,Financial Services,Shell Companies,NASDAQ,87.5,42,44,45,55
3238,IGTA,Financial Services,Shell Companies,NASDAQ,87.5,42,46,49,55
3239,ITUB,Financial Services,Banks—Regional,NYSE,87.49,42,58,43,62
3240,MSSA,Financial Services,Shell Companies,NASDAQ,87.49,42,42,43,53
3241,GJT,n/a,n/a,NYSE,87.48,42,46,42,53
3242,FANG,Energy,Oil & Gas E&P,NASDAQ,87.47,42,40,77,89
3243,MCAG,Financial Services,Shell Companies,NASDAQ,87.47,42,50,38,44
3244,ZJYL,n/a,n/a,NASDAQ,87.47,42,93,98,99
3245,JWSM,Financial Services,Shell Companies,NYSE MKT,87.45,42,43,41,52
3246,SND,Energy,Oil & Gas Equipment & Services,NASDAQ,87.45,42,40,68,65
3247,PLAO,Financial Services,Shell Companies,NASDAQ,87.43,42,45,44,53
3248,TETEU,Financial Services,Shell Companies,NASDAQ,87.43,42,44,42,49
3249,FCRX,n/a,n/a,NYSE,87.43,42,41,40,47
3250,LXP,Real Estate,REIT—Industrial,NYSE,87.42,42,62,62,32
3251,CATO,Consumer Cyclical,Apparel Retail,NYSE,87.42,42,16,19,12
3252,MITA,Financial Services,Shell Companies,NASDAQ,87.42,42,43,41,49
3253,MKSI,Technology,Scientific & Technical Instruments,NASDAQ,87.41,42,33,81,78
3254,SGU,Energy,Oil & Gas Refining & Marketing,NYSE,87.4,42,50,36,31
3255,VNDA,Healthcare,Biotechnology,NASDAQ,87.4,42,54,82,46
3256,HUBG,Industrials,Integrated Freight & Logistics,NASDAQ,87.4,42,54,57,33
3257,KTH,n/a,n/a,NYSE,87.39,42,42,33,39
3258,CFFSU,Financial Services,Shell Companies,NASDAQ,87.39,42,38,35,43
3259,CALX,Technology,Software—Application,NYSE,87.39,42,31,32,8
3260,PFLT,Financial Services,Asset Management,NYSE,87.38,42,43,40,56
3261,SNDX,Healthcare,Biotechnology,NASDAQ,87.38,42,29,82,77
3262,BANFP,Financial Services,Banks,NASDAQ,87.37,42,47,41,46
3263,OCFCP,Financial Services,Banks—Regional,NASDAQ,87.37,42,46,45,54
3264,WPC,Real Estate,REIT—Diversified,NYSE,87.37,42,59,34,25
3265,EAF,Industrials,Electrical Equipment & Parts,NYSE,87.36,42,5,2,9
3266,NEWTZ,n/a,n/a,NASDAQ,87.36,42,42,38,40
3267,REPX,Energy,Oil & Gas E&P,NYSE MKT,87.34,42,31,48,37
3268,PEBO,Financial Services,Banks—Regional,NASDAQ,87.34,42,58,69,58
3269,JBT,Industrials,Specialty Industrial Machinery,NYSE,87.34,42,23,39,25
3270,MRVI,Healthcare,Biotechnology,NASDAQ,87.32,42,77,65,37
3271,METCL,n/a,n/a,NASDAQ,87.32,42,42,36,41
3272,PULM,Healthcare,Biotechnology,NASDAQ,87.32,42,54,29,31
3273,AME,Industrials,Specialty Industrial Machinery,NYSE,87.31,42,41,46,78
3274,FTV,Technology,Scientific & Technical Instruments,NYSE,87.31,42,34,35,70
3275,GLLI,Financial Services,Shell Companies,NASDAQ,87.31,42,46,41,61
3276,TXT,Industrials,Aerospace & Defense,NYSE,87.29,42,51,62,84
3277,TASK,Technology,Information Technology Services,NASDAQ,87.29,42,60,91,33
3278,VTRS,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,87.28,42,67,61,67
3279,MARX,Shell Companies,USA,NASDAQ,87.28,42,45,42,46
3280,CHT,Communication Services,Telecom Services,NYSE,87.28,42,44,32,49
3281,ATMV,Financial Services,Shell Companies,NASDAQ,87.27,42,44,42,55
3282,MIN,Financial Services,Asset Management,NYSE,87.27,42,47,36,33
3283,GB,Technology,Software—Infrastructure,NYSE,87.27,42,74,58,45
3284,ZCMD,Healthcare,Health Information Services,NASDAQ,87.26,41,10,1,1
3285,LH,Healthcare,Diagnostics & Research,NYSE,87.26,41,58,37,37
3286,SVIIU,Financial Services,Shell Companies,NASDAQ,87.26,41,42,47,50
3287,RRAC,Financial Services,Shell Companies,NYSE,87.26,41,45,42,53
3288,IFN,Financial Services,Asset Management,NYSE,87.25,41,39,40,60
3289,TNK,Energy,Oil & Gas Midstream,NYSE,87.25,41,56,83,77
3290,WLK,Basic Materials,Specialty Chemicals,NYSE,87.24,41,37,51,77
3291,WTFCP,Financial Services,Banks—Regional,NASDAQ,87.21,41,43,39,53
3292,HTFB,n/a,n/a,NYSE,87.21,41,44,41,41
3293,PMT,Real Estate,REIT—Mortgage,NYSE,87.21,41,41,56,59
3294,GJP,n/a,n/a,NYSE,87.21,41,40,39,39
3295,GJS,n/a,n/a,NYSE,87.2,41,49,36,56
3296,AQUNU,Financial Services,Shell Companies,NASDAQ,87.2,41,41,37,46
3297,OCCI,Financial Services,Asset Management,NASDAQ,87.2,41,53,34,33
3298,SCM,Financial Services,Asset Management,NYSE,87.19,41,42,39,55
3299,IGI,Financial Services,Asset Management,NYSE,87.19,41,53,46,43
3300,ROP,Industrials,Specialty Industrial Machinery,NASDAQ,87.19,41,47,59,63
3301,GDRX,Healthcare,Health Information Services,NASDAQ,87.19,41,61,87,71
3302,VNRX,Healthcare,Diagnostics & Research,NYSE MKT,87.19,41,23,19,15
3303,GTAC,Financial Services,Shell Companies,NASDAQ,87.18,41,48,41,52
3304,RRBI,Financial Services,Banks—Regional,NASDAQ,87.18,41,58,55,34
3305,DHT,Energy,Oil & Gas Midstream,NYSE,87.18,41,57,51,64
3306,BKD,Healthcare,Medical Care Facilities,NYSE,87.18,41,72,94,94
3307,GECCO,n/a,n/a,NASDAQ,87.16,41,39,34,48
3308,PHYT,Financial Services,Shell Companies,NYSE,87.16,41,45,44,54
3309,TLGYU,Financial Services,Shell Companies,NASDAQ,87.15,41,44,39,56
3310,RCB,n/a,n/a,NYSE,87.15,41,41,37,48
3311,VSAC,Financial Services,Shell Companies,NASDAQ,87.15,41,44,44,57
3312,BTOG,Consumer Defensive,Packaged Foods,NASDAQ,87.14,41,10,17,62
3313,ALSAU,Financial Services,Shell Companies,NASDAQ,87.14,41,39,55,55
3314,ERC,Financial Services,Asset Management,NYSE MKT,87.14,41,41,36,36
3315,RCFA,Financial Services,Shell Companies,NYSE,87.14,41,44,43,52
3316,EOG,Energy,Oil & Gas E&P,NYSE,87.13,41,36,40,70
3317,DUET,Financial Services,Shell Companies,NASDAQ,87.13,41,44,42,47
3318,TLGY,Financial Services,Shell Companies,NASDAQ,87.12,41,43,42,54
3319,TFIN,Financial Services,Banks—Regional,NASDAQ,87.11,41,62,74,66
3320,MNTN,Financial Services,Shell Companies,NYSE,87.1,41,43,40,55
3321,FERG,Industrials,Industrial Distribution,NYSE,87.09,41,50,67,86
3322,CBRG,Financial Services,Shell Companies,NASDAQ,87.08,41,42,41,56
3323,AR,Energy,Oil & Gas E&P,NYSE,87.08,41,35,64,86
3324,FLL,Consumer Cyclical,Resorts & Casinos,NASDAQ,87.08,41,41,42,58
3325,ITRN,Technology,Communication Equipment,NASDAQ,87.08,41,38,34,50
3326,LPTX,Healthcare,Biotechnology,NASDAQ,87.07,41,92,16,88
3327,ATIF,Financial Services,Capital Markets,NASDAQ,87.07,41,72,18,16
3328,RENEU,Financial Services,Shell Companies,NASDAQ,87.07,41,43,45,49
3329,CNM,Industrials,Industrial Distribution,NYSE,87.07,41,37,84,96
3330,FCT,Financial Services,Asset Management,NYSE,87.07,41,44,43,57
3331,DAWN,Healthcare,Biotechnology,NASDAQ,87.05,41,46,70,89
3332,CLRC,Financial Services,Shell Companies,NASDAQ,87.05,41,44,46,51
3333,ECCX,n/a,n/a,NYSE,87.05,41,43,41,45
3334,BSY,Technology,Software—Application,NASDAQ,87.05,41,35,25,68
3335,SCS,Industrials,Business Equipment & Supplies,NYSE,87.03,41,76,81,81
3336,BLEUU,Financial Services,Shell Companies,NASDAQ,87.02,41,38,37,46
3337,DBX,Technology,Software—Infrastructure,NASDAQ,87.02,41,47,21,22
3338,PYT,n/a,n/a,NYSE,87.01,41,47,41,53
3339,OXLCZ,n/a,n/a,NASDAQ,87.0,40,44,41,48
3340,FORLU,n/a,n/a,NASDAQ,87.0,40,44,43,51
3341,QOMOU,Financial Services,Shell Companies,NASDAQ,87.0,40,59,46,60
3342,CP,Industrials,Railroads,NYSE,86.99,40,58,48,70
3343,CDZI,Utilities,Utilities—Regulated Water,NASDAQ,86.98,40,41,89,13
3344,LMND,Financial Services,Insurance—Property & Casualty,NYSE,86.98,40,76,88,77
3345,GNL,Real Estate,REIT—Diversified,NYSE,86.97,40,55,46,14
3346,FRMEP,Financial Services,Banks—Regional,NASDAQ,86.97,40,43,38,55
3347,BLAC,n/a,n/a,NASDAQ,86.96,40,44,41,50
3348,FCFS,Financial Services,Credit Services,NASDAQ,86.95,40,58,28,84
3349,MCAA,Financial Services,Shell Companies,NASDAQ,86.95,40,44,43,54
3350,ACCO,Industrials,Business Equipment & Supplies,NYSE,86.94,40,51,26,32
3351,ICAD,Healthcare,Medical Devices,NASDAQ,86.94,40,44,11,30
3352,CELC,Healthcare,Biotechnology,NASDAQ,86.93,40,56,85,93
3353,KHC,Consumer Defensive,Packaged Foods,NASDAQ,86.93,40,48,24,59
3354,WINVU,Financial Services,Shell Companies,NASDAQ,86.93,40,35,42,45
3355,GBBK,Financial Services,Shell Companies,NASDAQ,86.93,40,43,45,49
3356,LPSN,Technology,Software—Application,NASDAQ,86.91,40,55,29,0
3357,BRTX,Healthcare,Biotechnology,NASDAQ,86.91,40,35,32,9
3358,TKLF,Consumer Defensive,Household & Personal Products,NASDAQ,86.89,40,97,88,1
3359,LRCX,Technology,Semiconductor Equipment & Materials,NASDAQ,86.89,40,25,78,88
3360,HAIA,Financial Services,Shell Companies,NASDAQ,86.89,40,42,44,48
3361,FRLA,Financial Services,Shell Companies,NASDAQ,86.88,40,42,40,47
3362,RCC,n/a,n/a,NYSE,86.87,40,41,36,48
3363,BLEU,Financial Services,Shell Companies,NASDAQ,86.87,40,42,38,47
3364,TFSA,n/a,n/a,NYSE,86.86,40,52,40,49
3365,ONYX,Financial Services,Shell Companies,NASDAQ,86.84,40,42,39,49
3366,ELS,Real Estate,REIT—Residential,NYSE,86.83,40,69,40,29
3367,BNIX,Financial Services,Shell Companies,NASDAQ,86.83,40,44,39,49
3368,CNC,Healthcare,Healthcare Plans,NYSE,86.82,40,55,22,58
3369,FLO,Consumer Defensive,Packaged Foods,NYSE,86.82,40,48,29,59
3370,SM,Energy,Oil & Gas E&P,NYSE,86.81,40,29,67,91
3371,LATGU,Financial Services,Shell Companies,NASDAQ,86.81,40,33,47,51
3372,GDST,Financial Services,Shell Companies,NASDAQ,86.81,40,42,44,53
3373,CTSO,Healthcare,Medical Devices,NASDAQ,86.81,40,66,25,7
3374,MITAU,Financial Services,Shell Companies,NASDAQ,86.81,40,45,35,57
3375,MSSAU,Financial Services,Shell Companies,NASDAQ,86.81,40,38,43,45
3376,AL,Industrials,Rental & Leasing Services,NYSE,86.79,40,43,63,87
3377,WKEY,Technology,Semiconductors,NASDAQ,86.79,40,57,36,23
3378,ASRV,Financial Services,Banks—Regional,NASDAQ,86.79,40,47,28,29
3379,SCCE,n/a,n/a,NYSE MKT,86.78,40,41,40,42
3380,NVAC,Financial Services,Shell Companies,NASDAQ,86.77,40,48,46,54
3381,NXST,Communication Services,Entertainment,NASDAQ,86.76,40,55,51,37
3382,CFFS,Financial Services,Shell Companies,NASDAQ,86.75,40,43,39,48
3383,EICA,n/a,n/a,NYSE,86.74,40,42,38,40
3384,IVCBU,Financial Services,Shell Companies,NASDAQ,86.73,40,37,35,57
3385,DDT,Consumer Cyclical,Retail Apparel & Specialty,NYSE,86.72,40,40,34,43
3386,HOG,Consumer Cyclical,Recreational Vehicles,NYSE,86.72,40,56,33,76
3387,AUTL,Healthcare,Biotechnology,NASDAQ,86.72,40,30,70,92
3388,SNPS,Technology,Software—Infrastructure,NASDAQ,86.71,40,27,67,70
3389,IVCPU,Financial Services,Shell Companies,NASDAQ,86.71,40,44,46,35
3390,OZK,Financial Services,Banks—Regional,NASDAQ,86.71,40,42,47,69
3391,ISRLU,Financial Services,Shell Companies,NASDAQ,86.7,40,45,35,56
3392,SSSSL,n/a,n/a,NASDAQ,86.69,40,46,41,47
3393,ARLO,Industrials,Security & Protection Services,NYSE,86.69,40,36,96,85
3394,CLRCU,Financial Services,Shell Companies,NASDAQ,86.67,40,46,44,49
3395,FRO,Energy,Oil & Gas Midstream,NYSE,86.67,40,64,73,82
3396,AMED,Healthcare,Medical Care Facilities,NASDAQ,86.66,40,47,50,45
3397,EXPI,Real Estate,Real Estate Services,NASDAQ,86.65,39,76,61,15
3398,AIRS,Healthcare,Medical Care Facilities,NASDAQ,86.65,39,14,8,19
3399,INTEU,Financial Services,Shell Companies,NASDAQ,86.64,39,42,36,46
3400,NREF,Real Estate,REIT—Mortgage,NYSE,86.63,39,66,36,24
3401,HFBL,Financial Services,Banks—Regional,NASDAQ,86.62,39,46,20,19
3402,NOMD,Consumer Defensive,Packaged Foods,NYSE,86.62,39,69,44,68
3403,CSLM,Financial Services,Shell Companies,NASDAQ,86.61,39,44,44,54
3404,LANDM,Real Estate,REIT—Industrial,NASDAQ,86.61,39,42,40,45
3405,BCAB,Healthcare,Biotechnology,NASDAQ,86.6,39,26,14,52
3406,FTII,Financial Services,Shell Companies,NASDAQ,86.6,39,40,36,51
3407,SKGRU,Financial Services,Shell Companies,NASDAQ,86.58,39,39,33,65
3408,CSGS,Technology,Software—Infrastructure,NASDAQ,86.58,39,42,19,34
3409,ASND,Healthcare,Biotechnology,NASDAQ,86.58,39,68,74,92
3410,MRO,Energy,Oil & Gas E&P,NYSE,86.57,39,39,60,70
3411,ACAB,Financial Services,Shell Companies,NASDAQ,86.57,39,54,42,46
3412,ACTG,Industrials,Specialty Business Services,NASDAQ,86.55,39,54,83,86
3413,FGBI,Financial Services,Banks—Regional,NASDAQ,86.54,39,47,20,20
3414,MT,Basic Materials,Steel,NYSE,86.54,39,27,21,34
3415,SAT,n/a,n/a,NYSE,86.54,39,43,37,45
3416,SCCD,n/a,n/a,NYSE MKT,86.54,39,41,37,43
3417,HAIAU,Financial Services,Shell Companies,NASDAQ,86.53,39,57,43,45
3418,PXSAP,Industrials,Marine Shipping,NASDAQ,86.53,39,44,42,46
3419,TECTP,Financial Services,Banks—Regional,NASDAQ,86.52,39,39,40,42
3420,FRPH,Real Estate,Real Estate Services,NASDAQ,86.52,39,38,34,60
3421,VIV,Communication Services,Telecom Services,NYSE,86.51,39,60,26,50
3422,TFSL,Financial Services,Banks—Regional,NASDAQ,86.49,39,45,55,33
3423,LCNB,Financial Services,Banks—Regional,NASDAQ,86.49,39,53,34,44
